name	term	lev	seq	value
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022430525.1	-0.183917996138223
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022430644.1	0.0891265531851867
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022431283.1	-0.512015781109501
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022437771.1	0.395579165971482
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022440464.1	0
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022446047.1	-2.38933888625835
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022449778.1	1.38392895814985
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022456110.1	-0.508315220066844
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022457388.1	-1.05783229370348
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022458697.1	-1.05783229370348
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022458967.1	-0.510156101118027
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022460604.1	-2.36773586025472
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022460702.1	-0.508315220066844
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022461214.1	0.515792799841174
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022462023.1	-0.510156101118027
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022462381.1	0.769285773658328
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022462780.1	0.181479635559921
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022472613.1	-3.56559610386567
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022473923.1	-0.086849628041072
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022475710.1	0
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022477373.1	-0.086849628041072
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022478716.1	0.28329433471696
"ncRNA processing"	GO:0034470;GO:0034660	7	XM_022486390.1	1.24186726067889
"nucleobase-containing compound biosynthetic process"	GO:0034654	2	XM_022434657.1	-0.086849628041072
"nucleobase-containing compound biosynthetic process"	GO:0034654	2	XM_022444167.1	-0.392785413882296
"nucleobase-containing compound biosynthetic process"	GO:0034654	2	XM_022445441.1	0.286235735503558
"nucleobase-containing compound biosynthetic process"	GO:0034654	2	XM_022447787.1	1.38392895814985
"nucleobase-containing compound biosynthetic process"	GO:0034654	2	XM_022453360.1	-0.772243568882912
"nucleobase-containing compound biosynthetic process"	GO:0034654	2	XM_022478063.1	-0.181479635559921
"nucleobase-containing compound biosynthetic process"	GO:0034654	2	XM_022487518.1	0.0874026923616465
"animal organ development"	GO:0048513	3	XM_022430624.1	-0.183917996138223
"animal organ development"	GO:0048513	3	XM_022430901.1	-1.06206295047892
"animal organ development"	GO:0048513	3	XM_022431126.1	0.086849628041072
"animal organ development"	GO:0048513	3	XM_022433798.1	0.282333030701662
"animal organ development"	GO:0048513	3	XM_022444498.1	-1.38392895814985
"animal organ development"	GO:0048513	3	XM_022444254.1	-0.766358723984982
"animal organ development"	GO:0048513	3	XM_022451656.1	0.286235735503558
"animal organ development"	GO:0048513	3	XM_022452826.1	-0.766358723984982
"animal organ development"	GO:0048513	3	XM_022453327.1	-0.766358723984982
"animal organ development"	GO:0048513	3	XM_022459524.1	-1.22145136179119
"animal organ development"	GO:0048513	3	XM_022464215.1	0.187104624567552
"animal organ development"	GO:0048513	3	XM_022464501.1	-0.911389367318193
"animal organ development"	GO:0048513	3	XM_022465108.1	0.395579165971482
"animal organ development"	GO:0048513	3	XM_022466177.1	0.392785413882296
"animal organ development"	GO:0048513	3	XM_022466953.1	0.28329433471696
"animal organ development"	GO:0048513	3	XM_022471328.1	1.07503087182765
"animal organ development"	GO:0048513	3	XM_022473306.1	-0.0882521755053615
"animal organ development"	GO:0048513	3	XM_022478629.1	-1.06633907254734
"animal organ development"	GO:0048513	3	XM_022480681.1	1.24186726067889
"animal organ development"	GO:0048513	3	XM_022487455.1	0.510156101118027
"animal organ development"	GO:0048513	3	XM_022490172.1	2.19272878389292
"protein deneddylation"	GO:0000338;GO:0070646	3	XM_022457823.1	-1.06206295047892
"protein deneddylation"	GO:0000338;GO:0070646	3	XM_022461682.1	1.38968956397596
"protein deneddylation"	GO:0000338;GO:0070646	3	XM_022462028.1	1.22145136179119
"protein deneddylation"	GO:0000338;GO:0070646	3	XM_022462542.1	-0.508315220066844
"protein deneddylation"	GO:0000338;GO:0070646	3	XM_022486950.1	1.56690325829552
"ribosomal small subunit assembly"	GO:0000028	3	XM_022450092.1	-0.766358723984982
"ribosomal small subunit assembly"	GO:0000028	3	XM_022458054.1	-0.766358723984982
"ribosomal small subunit assembly"	GO:0000028	3	XM_022469477.1	-1.38392895814985
"ribosomal small subunit assembly"	GO:0000028	3	XM_022473908.1	-1.05783229370348
"ribosomal small subunit assembly"	GO:0000028	3	XM_022485257.1	1.38968956397596
"response to inorganic substance"	GO:0010035	2	XM_022435023.1	-1.22145136179119
"response to inorganic substance"	GO:0010035	2	XM_022446873.1	-0.911389367318193
"response to inorganic substance"	GO:0010035	2	XM_022461006.1	1.38392895814985
"response to inorganic substance"	GO:0010035	2	XM_022461405.1	-1.74568532972472
"response to inorganic substance"	GO:0010035	2	XM_022462674.1	0
"response to inorganic substance"	GO:0010035	2	XM_022467208.1	0.660586124263634
"larval development"	GO:0002168;GO:0002164;GO:0002165;GO:0009791	2	XM_022433027.1	0.645274999106654
"larval development"	GO:0002168;GO:0002164;GO:0002165;GO:0009791	2	XM_022450752.1	-1.957307707944
"larval development"	GO:0002168;GO:0002164;GO:0002165;GO:0009791	2	XM_022453282.1	0.925977726794284
"larval development"	GO:0002168;GO:0002164;GO:0002165;GO:0009791	2	XM_022453286.1	-0.635596834306803
"larval development"	GO:0002168;GO:0002164;GO:0002165;GO:0009791	2	XM_022453424.1	0.394175265496781
"larval development"	GO:0002168;GO:0002164;GO:0002165;GO:0009791	2	XM_022458955.1	-0.0879663069167629
"larval development"	GO:0002168;GO:0002164;GO:0002165;GO:0009791	2	XM_022467844.1	-0.778253500403468
"larval development"	GO:0002168;GO:0002164;GO:0002165;GO:0009791	2	XM_022484035.1	0.0897239072415015
"establishment of organelle localization"	GO:0051656	2	XM_022441185.1	0.772243568882912
"establishment of organelle localization"	GO:0051656	2	XM_022466867.1	1.39551324276013
"establishment of organelle localization"	GO:0051656	2	XM_022468267.1	0.0871248619602329
"establishment of organelle localization"	GO:0051656	2	XM_022469715.1	0.086849628041072
"establishment of organelle localization"	GO:0051656	2	XM_022484109.1	2.83782926839608
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022443519.1	1.38968956397596
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022443768.1	-0.512015781109501
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022452294.1	0
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022454060.1	-0.287235891112155
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022457749.1	-0.508315220066844
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022461433.1	-1.39551324276013
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022463098.1	-0.512015781109501
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022473277.1	0.911389367318193
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022473387.1	-3.58261270156546
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022473979.1	0.512015781109501
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022477074.1	0.398430051440092
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022477370.1	-0.394175265496781
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022477654.1	-0.284265116807194
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022479809.1	0.18977310013719
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022480201.1	-1.94871720338983
"DNA recombination"	GO:0000724;GO:0000725;GO:0006302;GO:0006310	2	XM_022480384.1	0
