NC_035780.1	2538924	2538926	-50	NC_035780.1	2538624	2538955
NC_035780.1	2586508	2586510	-53	NC_035780.1	2586438	2586557
NC_035780.1	4286802	4286804	-62	NC_035780.1	4286783	4286927
NC_035780.1	4289628	4289630	-52	NC_035780.1	4288592	4290756
NC_035780.1	8693287	8693289	-52	NC_035780.1	8692509	8693320
NC_035780.1	9110274	9110276	-63	NC_035780.1	9109982	9111843
NC_035780.1	17093218	17093220	-52	NC_035780.1	17092983	17093548
NC_035780.1	19149580	19149582	-61	NC_035780.1	19149513	19149749
NC_035780.1	19149580	19149582	-61	NC_035780.1	19149513	19149749
NC_035780.1	19149580	19149582	-61	NC_035780.1	19149513	19150486
NC_035780.1	19968152	19968154	-60	NC_035780.1	19967534	19968185
NC_035780.1	24258094	24258096	-50	NC_035780.1	24257675	24259293
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	26676903	26676905	-61	NC_035780.1	26676812	26677063
NC_035780.1	28493519	28493521	-53	NC_035780.1	28493451	28493622
NC_035780.1	28493519	28493521	-53	NC_035780.1	28493451	28493622
NC_035780.1	28493519	28493521	-53	NC_035780.1	28493451	28493622
NC_035780.1	30150623	30150625	-55	NC_035780.1	30150523	30150661
NC_035780.1	30150623	30150625	-55	NC_035780.1	30150523	30150661
NC_035780.1	30150623	30150625	-55	NC_035780.1	30150523	30150661
NC_035780.1	30150623	30150625	-55	NC_035780.1	30150523	30150661
NC_035780.1	31303159	31303161	-58	NC_035780.1	31303152	31303292
NC_035780.1	31303207	31303209	-60	NC_035780.1	31303152	31303292
NC_035780.1	32787976	32787978	-60	NC_035780.1	32787165	32788542
NC_035780.1	32787976	32787978	-60	NC_035780.1	32787165	32788542
NC_035780.1	32787976	32787978	-60	NC_035780.1	32787165	32788542
NC_035780.1	32787976	32787978	-60	NC_035780.1	32787165	32788542
NC_035780.1	32787976	32787978	-60	NC_035780.1	32787165	32788542
