NC_035780.1	401630	401632	53	NC_035780.1	380654	423774
NC_035780.1	571138	571140	58	NC_035780.1	545053	645842
NC_035780.1	1882691	1882693	64	NC_035780.1	1880812	1901214
NC_035780.1	1885022	1885024	61	NC_035780.1	1880812	1901214
NC_035780.1	1933499	1933500	51	NC_035780.1	1932666	1933500
NC_035780.1	2584492	2584494	56	NC_035780.1	2557126	2603667
NC_035780.1	2589720	2589722	57	NC_035780.1	2557126	2603667
NC_035780.1	4286286	4286288	67	NC_035780.1	4283641	4311592
NC_035780.1	8833124	8833126	60	NC_035780.1	8832978	8833524
NC_035780.1	12631453	12631455	60	NC_035780.1	12631071	12632347
NC_035780.1	15412264	15412266	50	NC_035780.1	15356352	15428947
NC_035780.1	15414934	15414936	51	NC_035780.1	15356352	15428947
NC_035780.1	19482568	19482570	56	NC_035780.1	19476330	19506488
NC_035780.1	22276726	22276728	55	NC_035780.1	22275373	22279934
NC_035780.1	24227052	24227054	79	NC_035780.1	24211012	24276667
NC_035780.1	27396182	27396184	52	NC_035780.1	27381987	27397858
NC_035780.1	27482716	27482718	52	NC_035780.1	27482425	27482959
NC_035780.1	28739472	28739474	62	NC_035780.1	28739382	28742136
NC_035780.1	32447267	32447269	63	NC_035780.1	32439220	32454694
NC_035780.1	32766797	32766799	58	NC_035780.1	32760906	32768369
NC_035780.1	38085952	38085954	59	NC_035780.1	38082740	38088902
NC_035780.1	38132128	38132130	55	NC_035780.1	38131191	38132785
NC_035780.1	38236493	38236495	50	NC_035780.1	38236261	38241501
NC_035780.1	43027588	43027590	50	NC_035780.1	43023759	43030095
NC_035780.1	43327056	43327058	50	NC_035780.1	43326257	43328463
NC_035780.1	58135767	58135769	74	NC_035780.1	58135313	58136615
NC_035780.1	60359486	60359488	65	NC_035780.1	60358902	60385019
NC_035780.1	62750217	62750219	53	NC_035780.1	62748235	62754518
NC_035781.1	275905	275906	53	NC_035781.1	275905	276487
NC_035781.1	2277404	2277406	57	NC_035781.1	2275016	2289649
NC_035781.1	2383028	2383030	67	NC_035781.1	2382829	2409696
NC_035781.1	5386447	5386449	50	NC_035781.1	5386162	5386799
NC_035781.1	5652041	5652043	63	NC_035781.1	5616234	5694459
NC_035781.1	5928086	5928088	52	NC_035781.1	5919649	5946033
NC_035781.1	8787455	8787457	55	NC_035781.1	8787038	8789167
NC_035781.1	9369563	9369565	51	NC_035781.1	9367920	9391143
NC_035781.1	10427419	10427421	56	NC_035781.1	10426113	10434148
NC_035781.1	10427642	10427644	63	NC_035781.1	10426113	10434148
NC_035781.1	20620123	20620125	57	NC_035781.1	20619569	20620445
NC_035781.1	22439769	22439771	53	NC_035781.1	22303617	22583041
NC_035781.1	22901072	22901074	54	NC_035781.1	22900618	22902285
NC_035781.1	24474567	24474569	53	NC_035781.1	24474567	24477766
NC_035781.1	28525219	28525221	50	NC_035781.1	28523953	28525833
NC_035781.1	28992818	28992820	52	NC_035781.1	28992586	28994122
NC_035781.1	29126963	29126965	51	NC_035781.1	29125267	29127916
NC_035781.1	29385292	29385294	56	NC_035781.1	29379611	29399070
NC_035781.1	30153250	30153252	51	NC_035781.1	30151862	30156013
NC_035781.1	30488984	30488986	51	NC_035781.1	30484705	30489396
NC_035781.1	30827585	30827587	55	NC_035781.1	30825203	30838792
NC_035781.1	31150010	31150012	53	NC_035781.1	31149146	31150807
NC_035781.1	32146059	32146061	52	NC_035781.1	32142967	32165032
NC_035781.1	37444181	37444183	56	NC_035781.1	37444068	37445458
NC_035781.1	45110112	45110114	73	NC_035781.1	45109190	45110610
NC_035781.1	49000882	49000884	61	NC_035781.1	48999307	49001188
NC_035781.1	53358699	53358701	56	NC_035781.1	53358438	53361272
NC_035781.1	54151548	54151550	54	NC_035781.1	54137172	54157769
NC_035781.1	54715613	54715615	56	NC_035781.1	54715292	54716291
NC_035781.1	54737383	54737385	56	NC_035781.1	54732880	54747071
NC_035781.1	54790379	54790381	61	NC_035781.1	54784382	54813851
NC_035781.1	56224734	56224736	58	NC_035781.1	56224207	56224915
NC_035781.1	56296256	56296258	63	NC_035781.1	56293875	56298408
NC_035781.1	59274788	59274790	51	NC_035781.1	59274432	59276316
NC_035781.1	59274911	59274913	61	NC_035781.1	59274432	59276316
NC_035781.1	59590229	59590231	51	NC_035781.1	59580417	59629810
NC_035781.1	59698879	59698881	66	NC_035781.1	59690706	59782192
NC_035781.1	59716717	59716719	54	NC_035781.1	59690706	59782192
NC_035781.1	59717177	59717179	56	NC_035781.1	59690706	59782192
NC_035782.1	4729348	4729350	55	NC_035782.1	4701103	4733958
NC_035782.1	6425688	6425690	55	NC_035782.1	6425540	6432154
NC_035782.1	8707637	8707639	52	NC_035782.1	8702674	8734494
NC_035782.1	15347935	15347937	55	NC_035782.1	15345091	15356711
NC_035782.1	19354457	19354459	53	NC_035782.1	19348392	19364373
NC_035782.1	22559283	22559285	52	NC_035782.1	22559180	22562294
NC_035782.1	23870428	23870430	74	NC_035782.1	23870418	23871927
NC_035782.1	25351681	25351683	52	NC_035782.1	25347778	25359783
NC_035782.1	29760016	29760018	50	NC_035782.1	29759222	29763169
NC_035782.1	37370860	37370862	73	NC_035782.1	37350723	37373915
NC_035782.1	37370872	37370874	75	NC_035782.1	37350723	37373915
NC_035782.1	37370881	37370883	68	NC_035782.1	37350723	37373915
NC_035782.1	40860496	40860498	59	NC_035782.1	40856699	40900011
NC_035782.1	43017702	43017704	54	NC_035782.1	43017228	43018201
NC_035782.1	45857195	45857197	52	NC_035782.1	45855786	45879191
NC_035782.1	46793650	46793652	58	NC_035782.1	46789352	46795531
NC_035782.1	48662582	48662584	60	NC_035782.1	48657095	48718599
NC_035782.1	49656582	49656584	53	NC_035782.1	49653116	49665881
NC_035782.1	49693130	49693132	51	NC_035782.1	49692133	49695955
NC_035782.1	50390335	50390337	50	NC_035782.1	50388509	50392342
NC_035782.1	50620240	50620242	55	NC_035782.1	50618032	50622370
NC_035782.1	53693367	53693369	61	NC_035782.1	53691980	53702874
NC_035782.1	57056676	57056678	53	NC_035782.1	57054569	57063419
NC_035782.1	57057398	57057400	51	NC_035782.1	57054569	57063419
NC_035782.1	58675230	58675232	52	NC_035782.1	58674378	58678864
NC_035782.1	58675269	58675271	50	NC_035782.1	58674378	58678864
NC_035782.1	61203970	61203972	51	NC_035782.1	61203922	61204806
NC_035782.1	63438236	63438238	68	NC_035782.1	63438006	63438516
NC_035782.1	63514944	63514946	50	NC_035782.1	63514530	63523010
NC_035782.1	64758095	64758097	53	NC_035782.1	64756463	64774771
NC_035782.1	65377028	65377030	51	NC_035782.1	65376819	65378371
NC_035782.1	67715552	67715554	66	NC_035782.1	67713150	67735426
NC_035783.1	2891928	2891930	52	NC_035783.1	2890696	2896574
NC_035783.1	4336100	4336102	63	NC_035783.1	4309908	4337888
NC_035783.1	16217946	16217948	53	NC_035783.1	16217679	16218924
