NC_035780.1	23585	23723	13
NC_035780.1	36000	36358	11
NC_035780.1	100558	101923	30
NC_035780.1	102593	103702	37
NC_035780.1	115832	116304	11
NC_035780.1	211199	211544	11
NC_035780.1	239676	240134	13
NC_035780.1	245717	248838	63
NC_035780.1	250197	351003	2024
NC_035780.1	352791	353232	10
NC_035780.1	353355	356963	89
NC_035780.1	369554	378352	185
NC_035780.1	380654	423774	1105
NC_035780.1	449440	450158	23
NC_035780.1	471401	472285	31
NC_035780.1	473061	473259	10
NC_035780.1	479981	480239	13
NC_035780.1	529221	530454	26
NC_035780.1	545053	645842	2035
NC_035780.1	647156	647484	14
NC_035780.1	649562	650423	28
NC_035780.1	651801	651935	10
NC_035780.1	658541	658913	19
NC_035780.1	661439	661945	24
NC_035780.1	663885	663980	10
NC_035780.1	665068	670288	140
NC_035780.1	674157	674538	16
NC_035780.1	677431	678698	36
NC_035780.1	679665	682679	66
NC_035780.1	708246	708282	11
NC_035780.1	730817	731584	21
NC_035780.1	732398	733935	45
NC_035780.1	734750	735474	21
NC_035780.1	740758	742445	39
NC_035780.1	747065	747517	12
NC_035780.1	748601	749510	22
NC_035780.1	750295	751015	19
NC_035780.1	752247	752724	10
NC_035780.1	755456	756393	31
NC_035780.1	757266	758776	32
NC_035780.1	764536	764929	14
NC_035780.1	767192	767322	10
NC_035780.1	769577	770257	20
NC_035780.1	773375	774195	20
NC_035780.1	774661	775303	18
NC_035780.1	776155	779505	68
NC_035780.1	779608	780423	17
NC_035780.1	780511	780925	35
NC_035780.1	908838	910555	37
NC_035780.1	910758	922069	282
NC_035780.1	935678	937057	33
NC_035780.1	937631	940683	65
NC_035780.1	941184	952193	260
NC_035780.1	963503	973408	251
NC_035780.1	983985	997750	299
NC_035780.1	1000230	1000778	21
NC_035780.1	1003212	1005365	48
NC_035780.1	1006590	1007142	13
NC_035780.1	1013054	1013337	13
NC_035780.1	1016374	1016527	10
NC_035780.1	1033561	1034055	15
NC_035780.1	1034854	1035291	18
NC_035780.1	1036866	1038149	30
NC_035780.1	1038494	1040481	43
NC_035780.1	1044200	1044518	13
NC_035780.1	1046033	1046603	16
NC_035780.1	1049308	1050044	18
NC_035780.1	1069328	1069479	14
NC_035780.1	1077862	1078492	15
NC_035780.1	1078703	1079143	10
NC_035780.1	1082312	1082379	12
NC_035780.1	1086227	1086464	10
NC_035780.1	1094302	1094615	13
NC_035780.1	1117095	1117585	10
NC_035780.1	1151475	1151969	13
NC_035780.1	1162651	1163245	22
NC_035780.1	1176612	1178233	42
NC_035780.1	1179997	1180208	18
NC_035780.1	1181874	1182020	17
NC_035780.1	1192587	1194166	35
NC_035780.1	1222010	1224817	128
NC_035780.1	1228951	1229434	11
NC_035780.1	1240204	1240495	10
NC_035780.1	1251748	1251791	10
NC_035780.1	1258822	1260382	39
NC_035780.1	1274267	1274496	15
NC_035780.1	1289419	1290301	19
NC_035780.1	1342185	1342815	16
NC_035780.1	1354246	1354459	14
NC_035780.1	1366378	1366600	18
NC_035780.1	1373756	1374322	15
NC_035780.1	1375755	1376946	50
NC_035780.1	1379544	1380432	28
NC_035780.1	1382865	1383827	24
NC_035780.1	1386325	1387383	30
NC_035780.1	1392540	1394411	38
NC_035780.1	1398266	1398757	10
NC_035780.1	1399012	1399499	18
NC_035780.1	1437386	1438420	42
NC_035780.1	1442453	1443010	12
NC_035780.1	1443615	1443783	10
NC_035780.1	1444645	1445887	25
NC_035780.1	1445955	1446731	21
NC_035780.1	1448028	1448956	30
NC_035780.1	1454705	1455534	18
NC_035780.1	1458041	1458796	19
NC_035780.1	1467860	1468374	18
NC_035780.1	1469922	1471147	34
NC_035780.1	1506542	1506815	10
NC_035780.1	1521779	1522109	18
NC_035780.1	1531502	1532753	35
NC_035780.1	1545559	1545756	10
NC_035780.1	1558665	1559062	12
NC_035780.1	1561470	1561912	11
NC_035780.1	1564714	1565292	23
NC_035780.1	1584417	1584881	11
NC_035780.1	1629127	1629521	10
NC_035780.1	1639076	1639301	10
NC_035780.1	1640015	1640886	29
NC_035780.1	1642196	1643768	51
NC_035780.1	1701049	1701362	11
NC_035780.1	1714728	1715178	10
NC_035780.1	1739370	1739659	10
NC_035780.1	1769369	1769911	15
NC_035780.1	1776232	1776577	13
NC_035780.1	1794378	1795243	22
NC_035780.1	1796033	1797461	32
NC_035780.1	1863076	1863759	16
NC_035780.1	1880812	1901214	444
NC_035780.1	1907020	1911468	92
NC_035780.1	1911740	1913283	33
NC_035780.1	1915385	1921255	118
NC_035780.1	1921712	1922557	26
NC_035780.1	1924021	1924592	13
NC_035780.1	1925057	1925614	13
NC_035780.1	1926047	1928455	60
NC_035780.1	1929371	1931756	49
NC_035780.1	1932021	1932265	11
NC_035780.1	1932666	1933500	23
NC_035780.1	1935438	1942606	163
NC_035780.1	1943691	1944754	23
NC_035780.1	1944981	1992606	1006
NC_035780.1	1997821	2009700	258
NC_035780.1	2010893	2014481	80
NC_035780.1	2017462	2017943	16
NC_035780.1	2027819	2028670	22
NC_035780.1	2029051	2031846	64
NC_035780.1	2032551	2033124	12
NC_035780.1	2033655	2034302	15
NC_035780.1	2034572	2039953	125
NC_035780.1	2041317	2041816	11
NC_035780.1	2042765	2043331	21
NC_035780.1	2044137	2045038	23
NC_035780.1	2077574	2078204	18
NC_035780.1	2097705	2097907	11
NC_035780.1	2103642	2103691	11
NC_035780.1	2108140	2108652	13
NC_035780.1	2143237	2143384	13
NC_035780.1	2164860	2165284	10
NC_035780.1	2225181	2225322	13
NC_035780.1	2251440	2251895	11
NC_035780.1	2361858	2362164	18
NC_035780.1	2365830	2366455	17
NC_035780.1	2400498	2401089	17
NC_035780.1	2401632	2402367	17
NC_035780.1	2429093	2429164	10
NC_035780.1	2431478	2432377	19
NC_035780.1	2432539	2432922	11
NC_035780.1	2440025	2440291	10
NC_035780.1	2464594	2465236	25
NC_035780.1	2465922	2467377	35
NC_035780.1	2468364	2468824	18
NC_035780.1	2469477	2487222	364
NC_035780.1	2487854	2488061	18
NC_035780.1	2489916	2490451	11
NC_035780.1	2491000	2492280	38
NC_035780.1	2493437	2496247	68
NC_035780.1	2500898	2501576	28
NC_035780.1	2502621	2503110	15
NC_035780.1	2504797	2505645	27
NC_035780.1	2507950	2508036	10
NC_035780.1	2512624	2512927	32
NC_035780.1	2519896	2520929	21
NC_035780.1	2523711	2524219	11
NC_035780.1	2524316	2546649	470
NC_035780.1	2553360	2556563	71
NC_035780.1	2557126	2603667	965
NC_035780.1	2654872	2655186	10
NC_035780.1	2655973	2657600	38
NC_035780.1	2657946	2658874	20
NC_035780.1	2659022	2660051	40
NC_035780.1	2661909	2662389	11
NC_035780.1	2662962	2670201	154
NC_035780.1	2671391	2671702	12
NC_035780.1	2676982	2678575	36
NC_035780.1	2679254	2680550	33
NC_035780.1	2681466	2681988	11
NC_035780.1	2682079	2685627	76
NC_035780.1	2687899	2697276	188
NC_035780.1	2697445	2746343	978
NC_035780.1	2746474	2753983	154
NC_035780.1	2755324	2755602	16
NC_035780.1	2756419	2757270	21
NC_035780.1	2758913	2759413	16
NC_035780.1	2759953	2771632	275
NC_035780.1	2795443	2795817	10
NC_035780.1	2892180	2892954	19
NC_035780.1	2919479	2921108	35
NC_035780.1	2921478	2924809	87
NC_035780.1	2928793	2929912	24
NC_035780.1	2934196	2938020	164
NC_035780.1	2947773	2947996	15
NC_035780.1	2994331	2996068	48
NC_035780.1	3016621	3018070	31
NC_035780.1	3019630	3020035	17
NC_035780.1	3029441	3033709	88
NC_035780.1	3037345	3037709	12
NC_035780.1	3042056	3042555	10
NC_035780.1	3066492	3066812	18
NC_035780.1	3116203	3116707	23
NC_035780.1	3147190	3147442	13
NC_035780.1	3172840	3173386	11
NC_035780.1	3194638	3194826	14
NC_035780.1	3203801	3206532	73
