NC_035780.1	250197	351003	NC_035780.1	253042	258107	5065
NC_035780.1	250197	351003	NC_035780.1	272839	273172	333
NC_035780.1	250197	351003	NC_035780.1	311654	315521	3867
NC_035780.1	250197	351003	NC_035780.1	340261	341637	1376
NC_035780.1	250197	351003	NC_035780.1	349379	349424	45
NC_035780.1	250197	351003	NC_035780.1	278473	281546	3073
NC_035780.1	250197	351003	NC_035780.1	293861	297130	3269
NC_035780.1	369554	378352	NC_035780.1	370670	372173	1503
NC_035780.1	369554	378352	NC_035780.1	376974	380453	1378
NC_035780.1	380654	423774	NC_035780.1	409280	409476	196
NC_035780.1	380654	423774	NC_035780.1	415627	444906	8147
NC_035780.1	380654	423774	NC_035780.1	392035	394982	2947
NC_035780.1	471401	472285	NC_035780.1	453310	485478	884
NC_035780.1	545053	645842	NC_035780.1	573497	573629	132
NC_035780.1	545053	645842	NC_035780.1	622983	625969	2986
NC_035780.1	545053	645842	NC_035780.1	585444	604923	19479
NC_035780.1	677431	678698	NC_035780.1	675504	682819	1267
NC_035780.1	679665	682679	NC_035780.1	675504	682819	3014
NC_035780.1	730817	731584	NC_035780.1	730982	731071	89
NC_035780.1	776155	779505	NC_035780.1	776437	777049	612
NC_035780.1	910758	922069	NC_035780.1	921086	921227	141
NC_035780.1	935678	937057	NC_035780.1	934670	938661	1379
NC_035780.1	937631	940683	NC_035780.1	934670	938661	1030
NC_035780.1	941184	952193	NC_035780.1	951816	957966	377
NC_035780.1	963503	973408	NC_035780.1	964602	970362	5760
NC_035780.1	983985	997750	NC_035780.1	995318	995488	170
NC_035780.1	983985	997750	NC_035780.1	981628	984470	485
NC_035780.1	1036866	1038149	NC_035780.1	1008165	1038479	1283
NC_035780.1	1077862	1078492	NC_035780.1	1053423	1101447	630
NC_035780.1	1192587	1194166	NC_035780.1	1190874	1229193	1579
NC_035780.1	1222010	1224817	NC_035780.1	1190874	1229193	2807
NC_035780.1	1289419	1290301	NC_035780.1	1282416	1321892	882
NC_035780.1	1342185	1342815	NC_035780.1	1336216	1357833	630
NC_035780.1	1373756	1374322	NC_035780.1	1359771	1389974	566
NC_035780.1	1375755	1376946	NC_035780.1	1359771	1389974	1191
NC_035780.1	1379544	1380432	NC_035780.1	1359771	1389974	888
NC_035780.1	1382865	1383827	NC_035780.1	1359771	1389974	962
NC_035780.1	1386325	1387383	NC_035780.1	1359771	1389974	1058
NC_035780.1	1458041	1458796	NC_035780.1	1458091	1503801	705
NC_035780.1	1467860	1468374	NC_035780.1	1458091	1503801	514
NC_035780.1	1469922	1471147	NC_035780.1	1458091	1503801	1225
NC_035780.1	1531502	1532753	NC_035780.1	1522483	1543471	1251
NC_035780.1	1564714	1565292	NC_035780.1	1548720	1575099	578
NC_035780.1	1642196	1643768	NC_035780.1	1641055	1674068	1572
NC_035780.1	1794378	1795243	NC_035780.1	1778839	1821445	865
NC_035780.1	1796033	1797461	NC_035780.1	1778839	1821445	1428
NC_035780.1	1863076	1863759	NC_035780.1	1863697	1874660	62
NC_035780.1	1880812	1901214	NC_035780.1	1881983	1882142	159
NC_035780.1	1880812	1901214	NC_035780.1	1890106	1892804	2698
NC_035780.1	1880812	1901214	NC_035780.1	1898535	1919018	2679
NC_035780.1	1907020	1911468	NC_035780.1	1898535	1919018	4448
NC_035780.1	1911740	1913283	NC_035780.1	1898535	1919018	1543
NC_035780.1	1915385	1921255	NC_035780.1	1898535	1919018	3633
NC_035780.1	1926047	1928455	NC_035780.1	1926830	1928717	1625
NC_035780.1	1935438	1942606	NC_035780.1	1940217	1940412	195
NC_035780.1	1944981	1992606	NC_035780.1	1952761	1955554	2793
NC_035780.1	1944981	1992606	NC_035780.1	1981097	1982710	1613
NC_035780.1	1997821	2009700	NC_035780.1	1997350	1997840	19
NC_035780.1	1997821	2009700	NC_035780.1	2007805	2008425	620
NC_035780.1	1997821	2009700	NC_035780.1	1998704	2002151	3447
NC_035780.1	2027819	2028670	NC_035780.1	2028053	2028070	17
NC_035780.1	2365830	2366455	NC_035780.1	2350944	2380663	625
NC_035780.1	2493437	2496247	NC_035780.1	2492972	2500363	2810
NC_035780.1	2519896	2520929	NC_035780.1	2516296	2524424	1033
NC_035780.1	2523711	2524219	NC_035780.1	2516296	2524424	508
NC_035780.1	2524316	2546649	NC_035780.1	2516296	2524424	108
NC_035780.1	2553360	2556563	NC_035780.1	2553408	2554180	772
NC_035780.1	2557126	2603667	NC_035780.1	2599559	2605982	4108
NC_035780.1	2662962	2670201	NC_035780.1	2664271	2665068	797
NC_035780.1	2676982	2678575	NC_035780.1	2670707	2677961	979
NC_035780.1	2697445	2746343	NC_035780.1	2743633	2743874	241
NC_035780.1	2697445	2746343	NC_035780.1	2698757	2715858	17101
NC_035780.1	2759953	2771632	NC_035780.1	2762522	2764022	1500
NC_035780.1	2759953	2771632	NC_035780.1	2768283	2768317	34
NC_035780.1	2892180	2892954	NC_035780.1	2882219	2897280	774
NC_035780.1	2921478	2924809	NC_035780.1	2924444	2928483	365
NC_035780.1	2934196	2938020	NC_035780.1	2936496	2949746	1524
NC_035780.1	3116203	3116707	NC_035780.1	3115751	3123533	504
NC_035780.1	3172840	3173386	NC_035780.1	3161565	3189044	546
NC_035780.1	3207740	3213350	NC_035780.1	3211319	3211540	221
NC_035780.1	3386906	3387800	NC_035780.1	3381662	3399988	894
NC_035780.1	3418458	3419099	NC_035780.1	3415915	3424449	641
NC_035780.1	3419433	3420007	NC_035780.1	3415915	3424449	574
NC_035780.1	3586230	3587180	NC_035780.1	3586138	3590619	950
NC_035780.1	3598711	3604584	NC_035780.1	3602303	3603653	1350
NC_035780.1	3643614	3644785	NC_035780.1	3642567	3643905	291
NC_035780.1	3643614	3644785	NC_035780.1	3644577	3672032	208
NC_035780.1	3645962	3650180	NC_035780.1	3644577	3672032	4218
NC_035780.1	3702192	3703251	NC_035780.1	3702892	3709486	359
NC_035780.1	3840470	3858428	NC_035780.1	3850572	3850671	99
NC_035780.1	3840470	3858428	NC_035780.1	3852462	3855402	2940
NC_035780.1	3874825	3880593	NC_035780.1	3879259	3879643	384
NC_035780.1	3930341	3931193	NC_035780.1	3928549	3930722	381
NC_035780.1	3993427	3994777	NC_035780.1	3992465	3996431	1350
NC_035780.1	4061133	4063992	NC_035780.1	4046467	4063704	2571
NC_035780.1	4184771	4189643	NC_035780.1	4187276	4189519	2243
NC_035780.1	4204397	4205420	NC_035780.1	4205190	4219524	230
