XM_022434062.1	GO:0005216; GO:0005886; GO:0016021; GO:0043025; GO:0050896; GO:0097730
XM_022467078.1	GO:0000209; GO:0005829; GO:0046872
XM_022453518.1	GO:0001525; GO:0001938; GO:0003676; GO:0005576; GO:0005737; GO:0007155; GO:0030154; GO:0045766; GO:0048471
XM_022486441.1	GO:0001659; GO:0002407; GO:0005261; GO:0005262; GO:0005272; GO:0005509; GO:0005764; GO:0005765; GO:0005886; GO:0005887; GO:0006816; GO:0014074; GO:0015278; GO:0030659; GO:0035579; GO:0035584; GO:0042995; GO:0043204; GO:0043312; GO:0051209; GO:0051289; GO:0051489; GO:0070301; GO:0070588; GO:0070821; GO:0071277; GO:0071415; GO:0071502; GO:0071577; GO:0072571; GO:0097028; GO:0097553; GO:0098703; GO:0099604; GO:0101003; GO:2000249
XM_022473983.1	GO:0005385; GO:0010960; GO:0034703; GO:0051262; GO:0055069; GO:0070838; GO:0072509; GO:0097682; GO:0098655
XM_022471417.1	GO:0003714; GO:0005634; GO:0005737; GO:0006355; GO:0008270; GO:0019904; GO:0030336; GO:0035064; GO:0043197; GO:0043198; GO:0047485; GO:0051491; GO:0060999; GO:0070491; GO:0070577; GO:0098815; GO:1902897; GO:1902952
XM_022445879.1	GO:0005739; GO:0005747; GO:0006979; GO:0008137; GO:0009055
XM_022451681.1	GO:0005654; GO:0005829; GO:0006929; GO:0016322; GO:0043005; GO:0046875; GO:0048013; GO:1901187; GO:2000059
XM_022451650.1	GO:0005737; GO:0016020; GO:1900383
XM_022481252.1	GO:0001659; GO:0002407; GO:0005261; GO:0005262; GO:0005272; GO:0005509; GO:0005764; GO:0005765; GO:0005886; GO:0005887; GO:0006816; GO:0014074; GO:0015278; GO:0030659; GO:0035579; GO:0035584; GO:0042995; GO:0043204; GO:0043312; GO:0051209; GO:0051289; GO:0051489; GO:0070301; GO:0070588; GO:0070821; GO:0071277; GO:0071415; GO:0071502; GO:0071577; GO:0072571; GO:0097028; GO:0097553; GO:0098703; GO:0099604; GO:0101003; GO:2000249
XM_022476787.1	GO:0005216; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0009266; GO:0009409; GO:0009897; GO:0016020; GO:0016021; GO:0016048; GO:0042803; GO:0045121; GO:0050955; GO:0051289; GO:0070207; GO:0120162
XM_022467456.1	GO:0005385; GO:0010960; GO:0034703; GO:0051262; GO:0055069; GO:0070838; GO:0072509; GO:0097682; GO:0098655
XM_022458864.1	GO:0006636; GO:0009922; GO:0019367; GO:0030148; GO:0030176; GO:0030425; GO:0034625; GO:0034626; GO:0035338; GO:0042759; GO:0042761; GO:0043025; GO:0097447; GO:0102336; GO:0102337; GO:0102338; GO:0102756
XM_022486759.1	GO:0005112; GO:0005654; GO:0005829; GO:0006511; GO:0016567; GO:0017049; GO:0031463; GO:0035024; GO:0043161; GO:0051260
XM_022483522.1	GO:0005783; GO:0006636; GO:0009922; GO:0019367; GO:0030176; GO:0034626; GO:0035338; GO:0042761; GO:0102336; GO:0102337; GO:0102338; GO:0102756
XM_022463806.1	GO:0001659; GO:0002407; GO:0005261; GO:0005262; GO:0005272; GO:0005509; GO:0005764; GO:0005765; GO:0005886; GO:0005887; GO:0006816; GO:0014074; GO:0015278; GO:0030659; GO:0035579; GO:0035584; GO:0042995; GO:0043204; GO:0043312; GO:0051209; GO:0051289; GO:0051489; GO:0070301; GO:0070588; GO:0070821; GO:0071277; GO:0071415; GO:0071502; GO:0071577; GO:0072571; GO:0097028; GO:0097553; GO:0098703; GO:0099604; GO:0101003; GO:2000249
XM_022466353.1	GO:0005216; GO:0005227; GO:0005262; GO:0005516; GO:0005886; GO:0005887; GO:0016324; GO:0042802; GO:0046872; GO:0051289; GO:0051592; GO:0055074; GO:0070509; GO:0070588; GO:0098703
XM_022458285.1	GO:0005789; GO:0006636; GO:0009922; GO:0016021; GO:0019367; GO:0030425; GO:0034625; GO:0034626; GO:0035338; GO:0042761; GO:0102336; GO:0102337; GO:0102338; GO:0102756
XM_022463816.1	GO:0005783; GO:0006636; GO:0009922; GO:0019367; GO:0030148; GO:0030176; GO:0034625; GO:0034626; GO:0035338; GO:0042761; GO:0102336; GO:0102337; GO:0102338; GO:0102756
XM_022456418.1	GO:0001659; GO:0002407; GO:0005261; GO:0005262; GO:0005272; GO:0005509; GO:0005764; GO:0005765; GO:0005886; GO:0005887; GO:0006816; GO:0014074; GO:0015278; GO:0030659; GO:0035579; GO:0035584; GO:0042995; GO:0043204; GO:0043312; GO:0051209; GO:0051289; GO:0051489; GO:0070301; GO:0070588; GO:0070821; GO:0071277; GO:0071415; GO:0071502; GO:0071577; GO:0072571; GO:0097028; GO:0097553; GO:0098703; GO:0099604; GO:0101003; GO:2000249
XM_022433385.1	GO:0001164; GO:0001188; GO:0005668; GO:0042790; GO:0046872; GO:0070860
XM_022465219.1	GO:0000076; GO:0000079; GO:0000082; GO:0000083; GO:0000166; GO:0000278; GO:0000922; GO:0003688; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006260; GO:0006270; GO:0007089; GO:0008156; GO:0008285; GO:0019900; GO:0030071; GO:0032467; GO:0033314; GO:0045737; GO:0048146; GO:0051233; GO:0051301; GO:0051984; GO:1904117; GO:1904385
XM_022479829.1	GO:0000166; GO:0000175; GO:0000176; GO:0000178; GO:0000184; GO:0000460; GO:0000467; GO:0000956; GO:0003723; GO:0003727; GO:0004532; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006364; GO:0009048; GO:0016020; GO:0032211; GO:0035327; GO:0070034; GO:0071028; GO:0071034; GO:0071035; GO:0071036; GO:0071037; GO:0071038; GO:0071039; GO:0071040; GO:0071044; GO:0071048; GO:0071051; GO:1904872
XM_022434536.1	GO:0000112; GO:0000717; GO:0003677; GO:0004003; GO:0005524; GO:0005669; GO:0005675; GO:0006265; GO:0006281; GO:0006283; GO:0006289; GO:0006366; GO:0006367; GO:0006915; GO:0006979; GO:0008022; GO:0008104; GO:0008134; GO:0008353; GO:0009411; GO:0009650; GO:0016887; GO:0033683; GO:0035315; GO:0043065; GO:0043138; GO:0045944; GO:0047485; GO:0048568; GO:0097550; GO:1901990
XM_022442625.1	GO:0000014; GO:0000109; GO:0000110; GO:0000710; GO:0000720; GO:0000784; GO:0001094; GO:0001302; GO:0003684; GO:0003697; GO:0005669; GO:0005829; GO:0006295; GO:0006296; GO:0006303; GO:0006312; GO:0006949; GO:0006979; GO:0007283; GO:0008022; GO:0008283; GO:0008584; GO:0009650; GO:0010165; GO:0010259; GO:0019904; GO:0032205; GO:0035166; GO:0035264; GO:0036297; GO:0045190; GO:0048477; GO:0061819; GO:0070522; GO:0070914; GO:0090656; GO:1904431; GO:1905765; GO:1990599
XM_022478377.1	GO:0000079; GO:0000228; GO:0000400; GO:0000403; GO:0000405; GO:0000723; GO:0000724; GO:0000729; GO:0000781; GO:0000800; GO:0001673; GO:0002039; GO:0003677; GO:0003678; GO:0003697; GO:0004003; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005657; GO:0005694; GO:0005730; GO:0005737; GO:0005829; GO:0006260; GO:0006268; GO:0006281; GO:0006310; GO:0006974; GO:0007095; GO:0008026; GO:0008094; GO:0008270; GO:0009378; GO:0010165; GO:0016363; GO:0016605; GO:0016887; GO:0031297; GO:0032508; GO:0035690; GO:0036310; GO:0042803; GO:0043140; GO:0044806; GO:0045120; GO:0045893; GO:0045910; GO:0045950; GO:0046632; GO:0046641; GO:0051098; GO:0051259; GO:0051260; GO:0051276; GO:0051782; GO:0051880; GO:0061749; GO:0061820; GO:0061821; GO:0070244; GO:0071479; GO:0072711; GO:0072757; GO:0090329; GO:1905168; GO:1905773; GO:1990414
XM_022473810.1	GO:0000150; GO:0000228; GO:0000722; GO:0000724; GO:0000730; GO:0000784; GO:0000793; GO:0000794; GO:0000800; GO:0001932; GO:0003682; GO:0003690; GO:0003697; GO:0005524; GO:0005634; GO:0005737; GO:0005759; GO:0005815; GO:0006268; GO:0006974; GO:0010569; GO:0010833; GO:0036297; GO:0043142; GO:0048471; GO:0051321; GO:0070192; GO:0071479; GO:0072711; GO:0072757; GO:1990414; GO:1990426
