NC_035780.1	100558	101923	NC_035780.1	99840	106460	1365
NC_035780.1	102593	103702	NC_035780.1	99840	106460	1109
NC_035780.1	245717	248838	NC_035780.1	245532	253042	3121
NC_035780.1	250197	351003	NC_035780.1	273173	278473	5300
NC_035780.1	250197	351003	NC_035780.1	281547	293861	12314
NC_035780.1	250197	351003	NC_035780.1	245532	253042	2845
NC_035780.1	250197	351003	NC_035780.1	297131	311654	14523
NC_035780.1	250197	351003	NC_035780.1	315522	340261	24739
NC_035780.1	250197	351003	NC_035780.1	341638	349379	7741
NC_035780.1	250197	351003	NC_035780.1	349425	360957	1578
NC_035780.1	250197	351003	NC_035780.1	258108	272839	14731
NC_035780.1	353355	356963	NC_035780.1	349425	360957	3608
NC_035780.1	369554	378352	NC_035780.1	366837	370670	1116
NC_035780.1	369554	378352	NC_035780.1	372174	376974	4800
NC_035780.1	380654	423774	NC_035780.1	380454	392035	11381
NC_035780.1	380654	423774	NC_035780.1	394983	409280	14297
NC_035780.1	380654	423774	NC_035780.1	409477	415627	6150
NC_035780.1	449440	450158	NC_035780.1	444907	453310	718
NC_035780.1	529221	530454	NC_035780.1	527850	534541	1233
NC_035780.1	529221	530454	NC_035780.1	526525	542191	1233
NC_035780.1	545053	645842	NC_035780.1	573630	585444	11814
NC_035780.1	545053	645842	NC_035780.1	544088	573497	28444
NC_035780.1	545053	645842	NC_035780.1	604924	622983	18059
NC_035780.1	545053	645842	NC_035780.1	625970	662443	19872
NC_035780.1	649562	650423	NC_035780.1	625970	662443	861
NC_035780.1	661439	661945	NC_035780.1	625970	662443	506
NC_035780.1	665068	670288	NC_035780.1	663525	671754	5220
NC_035780.1	730817	731584	NC_035780.1	682820	730982	165
NC_035780.1	730817	731584	NC_035780.1	731072	776437	512
NC_035780.1	732398	733935	NC_035780.1	731072	776437	1537
NC_035780.1	734750	735474	NC_035780.1	731072	776437	724
NC_035780.1	740758	742445	NC_035780.1	731072	776437	1687
NC_035780.1	748601	749510	NC_035780.1	731072	776437	909
NC_035780.1	750295	751015	NC_035780.1	731072	776437	720
NC_035780.1	755456	756393	NC_035780.1	731072	776437	937
NC_035780.1	757266	758776	NC_035780.1	731072	776437	1510
NC_035780.1	769577	770257	NC_035780.1	731072	776437	680
NC_035780.1	773375	774195	NC_035780.1	731072	776437	820
NC_035780.1	774661	775303	NC_035780.1	731072	776437	642
NC_035780.1	776155	779505	NC_035780.1	777050	782032	2455
NC_035780.1	776155	779505	NC_035780.1	731072	776437	282
NC_035780.1	779608	780423	NC_035780.1	777050	782032	815
NC_035780.1	908838	910555	NC_035780.1	908503	921086	1717
NC_035780.1	910758	922069	NC_035780.1	921228	923103	841
NC_035780.1	910758	922069	NC_035780.1	908503	921086	10328
NC_035780.1	937631	940683	NC_035780.1	938662	951816	2021
NC_035780.1	941184	952193	NC_035780.1	938662	951816	10632
NC_035780.1	963503	973408	NC_035780.1	962702	964602	1099
NC_035780.1	963503	973408	NC_035780.1	970363	981628	3045
NC_035780.1	983985	997750	NC_035780.1	984471	995318	10847
NC_035780.1	983985	997750	NC_035780.1	995489	1008165	2261
NC_035780.1	1000230	1000778	NC_035780.1	995489	1008165	548
