NC_035780.1	2538955	2539001	-50	NC_035780.1	2538955	2541768
NC_035780.1	31302900	31303001	-60	NC_035780.1	31302841	31303151
NC_035780.1	35969100	35969201	-53	NC_035780.1	35969070	35986498
NC_035781.1	7626546	7626601	-56	NC_035781.1	7626546	7626816
NC_035781.1	7626546	7626601	-56	NC_035781.1	7626546	7626816
NC_035781.1	13281010	13281101	-57	NC_035781.1	13281010	13281749
NC_035781.1	43054100	43054148	-60	NC_035781.1	43054064	43054148
NC_035781.1	45110200	45110301	-51	NC_035781.1	45110157	45110508
NC_035781.1	59605700	59605801	-54	NC_035781.1	59605698	59605807
NC_035783.1	38039000	38039049	-51	NC_035783.1	38038913	38039049
NC_035783.1	42295600	42295701	-51	NC_035783.1	42295590	42296277
NC_035784.1	2256800	2256874	-52	NC_035784.1	2256331	2256874
NC_035784.1	22572200	22572301	-57	NC_035784.1	22571218	22572802
NC_035784.1	57163800	57163901	-63	NC_035784.1	57163757	57164170
NC_035784.1	86309400	86309501	-50	NC_035784.1	86307926	86310480
NC_035785.1	35798100	35798152	-52	NC_035785.1	35798043	35798152
NC_035786.1	41858500	41858587	-50	NC_035786.1	41858066	41858587
NC_035787.1	48392300	48392401	-51	NC_035787.1	48391092	48392403
NC_035787.1	52112600	52112701	-53	NC_035787.1	52112564	52113317
NC_035787.1	61149800	61149901	-53	NC_035787.1	61148710	61151760
NC_035787.1	69874038	69874101	-59	NC_035787.1	69874038	69874271
NC_035788.1	56052700	56052801	-73	NC_035788.1	56052353	56053170
NC_035788.1	64582300	64582310	-68	NC_035788.1	64568759	64582310
NC_035788.1	64582361	64582401	-68	NC_035788.1	64582361	64591472
NC_035788.1	76583400	76583501	-58	NC_035788.1	76582763	76583535
NC_035788.1	90709000	90709101	-54	NC_035788.1	90708995	90709940
